filepath,churn,num_commits,sloc,bugs,enhancements,blocker_sev_bugs,major_sev_bugs,minor_sev_bugs,critical_sev_bugs,normal_sev_bugs,trivial_sev_bugs,regressions,vulnerabilities
server/mpm/simple/simple_types.h,169,8,89,0,0,0,0,0,0,0,0,0,0
modules/lua/test/test.lua,2,1,89,0,0,0,0,0,0,0,0,0,0
server/util_xml.c,26,5,89,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_ctx.c,0,0,89,0,0,0,0,0,0,0,0,0,0
include/apreq_cookie.h,0,0,88,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_asis.c,119,12,88,1,0,0,0,0,0,1,0,0,0
include/util_mutex.h,213,13,87,1,0,0,0,0,0,1,0,0,0
modules/generators/mod_suexec.c,47,9,86,0,0,0,0,0,0,0,0,0,0
server/gen_test_char.c,83,10,86,1,0,0,0,1,0,0,0,0,0
build/aix/buildaix.ksh,0,0,85,0,0,0,0,0,0,0,0,0,0
modules/lua/test/htdocs/test.lua,0,0,85,0,0,0,0,0,0,0,0,0,0
server/util_ebcdic.c,41,7,83,0,0,0,0,0,0,0,0,0,0
include/apreq_parser.h,0,0,82,0,0,0,0,0,0,0,0,0,0
build/win32/fixBaseAddrs.pl,0,0,82,0,0,0,0,0,0,0,0,0,0
server/mpm/config2.m4,136,6,81,0,0,0,0,0,0,0,0,0,0
server/util_expr_private.h,54,6,79,0,0,0,0,0,0,0,0,0,0
modules/dav/fs/mod_dav_fs.c,16,3,78,0,0,0,0,0,0,0,0,0,0
modules/core/mod_watchdog.h,86,9,78,2,0,0,0,2,0,0,0,0,0
modules/lua/lua_vmprep.h,189,8,77,0,0,0,0,0,0,0,0,0,0
modules/session/mod_session.h,134,5,77,0,0,0,0,0,0,0,0,0,0
include/ap_mpm.h,178,19,77,2,0,0,0,2,0,0,0,0,0
support/win32/ApacheMonitor.rc,82,6,77,0,0,0,0,0,0,0,0,0,0
server/util_expr_parse.h,168,8,76,0,0,0,0,0,0,0,0,0,0
os/netware/util_nw.c,59,7,76,0,0,0,0,0,0,0,0,0,0
build/install.sh,14,2,76,0,0,0,0,0,0,0,0,0,0
include/apreq_param.h,0,0,74,0,0,0,0,0,0,0,0,0,0
modules/proxy/ajp_link.c,57,9,74,0,0,0,0,0,0,0,0,0,0
modules/proxy/ajp_header.h,58,5,74,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_io.h,0,0,73,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_bucket_eos.c,0,0,73,0,0,0,0,0,0,0,0,0,0
server/mpm/event/fdqueue.h,23,5,72,0,0,0,0,0,0,0,0,0,0
modules/filters/regexp.h,22,2,72,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_bucket_eoc.c,0,0,72,0,0,0,0,0,0,0,0,0,0
os/bs2000/os.c,75,7,72,0,0,0,0,0,0,0,0,0,0
modules/generators/config5.m4,96,7,72,2,1,1,0,0,0,0,0,0,0
server/eor_bucket.c,70,8,71,0,0,0,0,0,0,0,0,0,0
include/ap_regex.h,131,9,71,3,1,0,0,1,0,1,0,0,0
build/instdso.sh,58,9,71,2,0,0,0,0,1,1,0,0,0
include/mod_auth.h,85,13,69,1,0,0,0,0,0,1,0,0,0
include/apreq.h,0,0,69,0,0,0,0,0,0,0,0,0,0
support/passwd_common.h,0,0,69,0,0,0,0,0,0,0,0,0,0
support/list_hooks.pl,42,3,67,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_proxy_session.h,0,0,67,0,0,0,0,0,0,0,0,0,0
os/unix/unixd.h,96,16,67,2,1,0,1,0,0,0,0,0,0
build/build-modules-c.awk,16,4,67,0,0,0,0,0,0,0,0,0,0
modules/proxy/config.m4,281,30,67,1,0,0,0,0,0,1,0,0,0
build/aix/aixproto.ksh,0,0,66,0,0,0,0,0,0,0,0,0,0
include/ap_regkey.h,89,5,66,1,0,0,0,1,0,0,0,0,0
build/win32/httpd.rc,11,1,66,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_engine_mutex.c,107,11,65,0,0,0,0,0,0,0,0,0,0
modules/lua/lua_apr.c,72,10,65,0,0,0,0,0,0,0,0,0,0
build/fastgen.sh,14,2,64,0,0,0,0,0,0,0,0,0,0
modules/dav/lock/mod_dav_lock.c,16,3,64,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_config.h,0,0,63,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_ct_util.h,0,0,62,0,0,0,0,0,0,0,0,0,0
server/mpm/simple/simple_event.c,142,4,62,0,0,0,0,0,0,0,0,0,0
server/util_md5.c,32,4,62,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_stream.h,0,0,62,0,0,0,0,0,0,0,0,0,0
test/test-writev.c,40,3,60,0,0,0,0,0,0,0,0,0,0
build/pkg/buildpkg.sh,14,2,60,0,0,0,0,0,0,0,0,0,0
modules/proxy/.indent.pro,0,0,58,0,0,0,0,0,0,0,0,0,0
include/ap_socache.h,183,14,57,0,0,0,0,0,0,0,0,0,0
modules/database/mod_dbd.h,119,14,57,1,1,0,0,0,0,0,0,0,0
support/win32/ApacheMonitor.h,23,5,56,0,0,0,0,0,0,0,0,0,0
modules/config7.m4,0,0,56,0,0,0,0,0,0,0,0,0,0
include/ap_listen.h,73,10,55,1,0,0,0,1,0,0,0,0,0
build/rpm/htcacheclean.init,28,3,54,0,0,0,0,0,0,0,0,0,0
modules/metadata/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/filters/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/experimental/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/mappers/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/cache/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/echo/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/http/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
include/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/generators/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/loggers/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
test/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/test/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
support/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/aaa/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
os/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
server/.indent.pro,0,0,54,0,0,0,0,0,0,0,0,0,0
modules/cache/mod_cache_disk.h,11,2,53,0,0,0,0,0,0,0,0,0,0
modules/lua/lua_passwd.h,0,0,53,0,0,0,0,0,0,0,0,0,0
support/checkgid.c,14,2,52,0,0,0,0,0,0,0,0,0,0
server/error_bucket.c,14,2,52,0,0,0,0,0,0,0,0,0,0
server/apreq_error.c,0,0,51,0,0,0,0,0,0,0,0,0,0
modules/session/config.m4,123,18,51,1,0,0,0,0,0,1,0,0,0
build/make_var_export.awk,14,2,51,0,0,0,0,0,0,0,0,0,0
include/util_script.h,187,17,50,1,0,0,0,1,0,0,0,0,0
server/mpm/winnt/mpm_winnt.h,106,18,50,0,0,0,0,0,0,0,0,0,0
modules/aaa/config.m4,104,22,50,0,0,0,0,0,0,0,0,0,0
os/win32/os.h,70,13,50,2,1,0,0,0,0,0,1,0,0
modules/http2/h2_worker.h,0,0,49,0,0,0,0,0,0,0,0,0,0
modules/arch/netware/libprews.c,27,5,48,0,0,0,0,0,0,0,0,0,0
include/ap_slotmem.h,520,23,48,1,0,0,0,1,0,0,0,0,0
modules/http2/h2_filter.h,0,0,47,0,0,0,0,0,0,0,0,0,0
build/mkdep.perl,0,0,47,0,0,0,0,0,0,0,0,0,0
modules/apreq/apreq_private_apache2.h,0,0,47,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_task.h,0,0,45,0,0,0,0,0,0,0,0,0,0
modules/core/config.m4,36,6,45,0,0,0,0,0,0,0,0,0,0
server/mpm/worker/fdqueue.h,29,4,44,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_ngn_shed.h,0,0,44,0,0,0,0,0,0,0,0,0,0
modules/lua/lua_dbd.h,0,0,43,0,0,0,0,0,0,0,0,0,0
modules/ssl/config.m4,257,14,43,1,1,0,0,0,0,0,0,0,0
modules/http2/h2_push.h,0,0,43,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_include.h,36,7,43,0,0,0,0,0,0,0,0,0,0
build/cpR_noreplace.pl,0,0,42,0,0,0,0,0,0,0,0,0,0
modules/core/test/Makefile,0,0,41,0,0,0,0,0,0,0,0,0,0
modules/loggers/config.m4,7,4,41,0,0,0,0,0,0,0,0,0,0
include/util_varbuf.h,60,6,41,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_workers.h,0,0,39,0,0,0,0,0,0,0,0,0,0
include/util_cookies.h,68,6,39,0,0,0,0,0,0,0,0,0,0
server/mpm/simple/simple_core.c,133,11,39,0,0,0,0,0,0,0,0,0,0
build/nw_ver.awk,38,5,39,0,0,0,0,0,0,0,0,0,0
support/check_forensic,4,1,39,0,0,0,0,0,0,0,0,0,0
test/test_find.c,18,3,38,0,0,0,0,0,0,0,0,0,0
server/apreq_module.c,0,0,38,0,0,0,0,0,0,0,0,0,0
include/ap_hooks.h,30,3,38,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_ct_sct.h,0,0,37,0,0,0,0,0,0,0,0,0,0
modules/filters/sed.h,20,2,36,0,0,0,0,0,0,0,0,0,0
test/test_parser.c,18,3,36,0,0,0,0,0,0,0,0,0,0
modules/ssl/mod_ssl.h,59,5,35,0,0,0,0,0,0,0,0,0,0
modules/dav/fs/repos.h,26,3,35,0,0,0,0,0,0,0,0,0,0
include/apreq_error.h,0,0,35,0,0,0,0,0,0,0,0,0,0
include/ap_release.h,203,54,34,0,0,0,0,0,0,0,0,0,0
modules/proxy/mod_serf.h,21,4,34,0,0,0,0,0,0,0,0,0,0
modules/dav/main/providers.c,45,4,34,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_ct_log_config.h,0,0,34,0,0,0,0,0,0,0,0,0,0
modules/lua/test/moonunit.lua,0,0,33,0,0,0,0,0,0,0,0,0,0
server/eoc_bucket.c,18,3,33,0,0,0,0,0,0,0,0,0,0
modules/lua/lua_request.h,18,4,32,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_xml2enc.h,0,0,32,0,0,0,0,0,0,0,0,0,0
modules/lua/test/helpers.lua,0,0,32,0,0,0,0,0,0,0,0,0,0
os/win32/modules.c,25,7,31,0,0,0,0,0,0,0,0,0,0
modules/http2/mod_http2.h,0,0,31,0,0,0,0,0,0,0,0,0,0
include/mod_core.h,14,6,31,1,0,0,0,1,0,0,0,0,0
modules/http2/h2_conn_io.h,0,0,31,0,0,0,0,0,0,0,0,0,0
modules/test/mod_optional_fn_import.c,18,4,30,0,0,0,0,0,0,0,0,0,0
modules/cache/cache_disk_common.h,6,2,29,0,0,0,0,0,0,0,0,0,0
modules/arch/unix/config5.m4,40,11,29,0,0,0,0,0,0,0,0,0,0
include/ap_provider.h,54,5,29,1,0,0,0,1,0,0,0,0,0
server/mpm/simple/simple_event.h,39,3,28,0,0,0,0,0,0,0,0,0,0
build/get-version.sh,18,4,28,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_from_h1.h,0,0,28,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_ctx.h,0,0,28,0,0,0,0,0,0,0,0,0,0
modules/generators/mod_status.h,24,3,27,0,0,0,0,0,0,0,0,0,0
modules/cache/cache_common.h,49,2,27,0,0,0,0,0,0,0,0,0,0
include/http_connection.h,66,8,27,0,0,0,0,0,0,0,0,0,0
modules/filters/mod_ratelimit.h,35,2,26,0,0,0,0,0,0,0,0,0,0
modules/loggers/mod_log_config.h,39,4,25,0,0,0,0,0,0,0,0,0,0
include/util_time.h,60,6,25,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_conn.h,0,0,25,0,0,0,0,0,0,0,0,0,0
modules/http2/h2_request.h,0,0,25,0,0,0,0,0,0,0,0,0,0
modules/test/mod_optional_hook_import.c,22,5,25,0,0,0,0,0,0,0,0,0,0
support/suexec.h,33,4,25,0,0,0,0,0,0,0,0,0,0
modules/ssl/ssl_util_ssl.h,106,15,25,3,3,0,0,0,0,0,0,0,0
include/util_cfgtree.h,69,8,25,3,0,0,0,3,0,0,0,0,0
include/http_main.h,61,12,25,2,1,0,0,1,0,0,0,0,0
modules/test/mod_optional_hook_export.c,18,4,24,0,0,0,0,0,0,0,0,0,0
server/util_cfgtree.c,17,4,24,0,0,0,0,0,0,0,0,0,0
server/mpm/netware/mpm_default.h,70,9,24,0,0,0,0,0,0,0,0,0,0
modules/test/mod_optional_fn_export.c,20,5,24,0,0,0,0,0,0,0,0,0,0
os/config.m4,16,4,24,0,0,0,0,0,0,0,0,0,0
modules/aaa/mod_authz_dbd.h,39,4,23,0,0,0,0,0,0,0,0,0,0
modules/lua/test/htdocs/hooks.lua,0,0,23,0,0,0,0,0,0,0,0,0,0
include/mod_request.h,73,2,23,0,0,0,0,0,0,0,0,0,0
include/http_vhost.h,60,6,23,0,0,0,0,0,0,0,0,0,0
os/netware/pre_nw.h,36,6,23,0,0,0,0,0,0,0,0,0,0
build/mkdir.sh,14,2,23,0,0,0,0,0,0,0,0,0,0
